left_hip_anlge,right_hip_anlge,left_knee_anlge_1,left_knee_anlge_2,left_knee_anlge_3,right_knee_anlge_1,right_knee_anlge_2,right_knee_anlge_3,left_ankle_angle_1,left_ankle_angle_2,right_ankle_angle_1,right_ankle_angle_2
-173.3058571263854,179.30249326119483,80.81937569661568,-98.29814149996729,1.849705583029646,-87.10807477826009,-92.89721331765352,348.2075833717587,112.7438557293965,112.7438557293965,114.80089146303105,175.38848528327176
-175.60595292932737,177.47483706973762,82.62393787933019,-98.56107211807435,357.50650428222576,-86.14941792835579,-93.35196372425779,345.2824414212587,112.81476689327293,112.81476689327293,115.68267095594597,177.8108746322782
176.19807854348667,175.06443572574153,89.99277185148713,-99.2325869532274,340.72592230183926,-85.90531149966866,-94.06541707711517,343.164256947348,107.66285224584406,107.66285224584406,113.84309926194634,175.38183582570625
170.70838367426492,176.23621072530548,-84.55493372256907,-95.72335298239722,337.33032374764935,-88.78717702756661,-96.07968299856945,344.8043201586644,109.95772452221506,109.95772452221506,113.61629762410365,172.80855927238463
169.46847454698198,177.5434498864036,-82.33162476734145,-92.80344163573501,338.8664341002135,88.07424513570956,-97.64190119529442,348.0592185909861,114.00785369882547,114.00785369882547,114.94776352316337,172.85941695111666
166.14538222836,174.8431008211929,-79.01498309145047,-86.81731811609968,343.89819776795866,87.2561447989391,-97.90258144083326,349.3804240934642,118.7223133406417,118.7223133406417,114.66575365537891,172.53347604447848
165.23115028125247,171.77369507343386,-77.01135292029468,-83.8571687135491,346.1465714725821,86.4650125864444,-98.26673162673015,350.45867807685306,114.46372706890564,114.46372706890564,112.08068479873518,173.63501366839157
158.42057255318502,173.47316496449452,-69.0839178494567,105.66399602859195,349.4600686863579,84.39726906968635,-105.11415473324624,341.397525523378,116.88115216809823,116.88115216809823,104.32450293635885,172.03795830569214
157.87717835152193,171.95293766706146,-68.27700858308133,108.8238298935367,354.23490077254496,83.38482228565492,-106.89911211243641,340.024109460487,119.21499129922911,119.21499129922911,105.65719960699597,171.6975037593313
156.2875983678269,173.35324902712895,-66.72609942909597,112.15195746809414,357.79982771741845,80.58420357297454,-108.02647780254772,343.18121937553735,120.09349327953862,120.09349327953862,103.55300050436804,170.4284280223887
155.64289397369433,173.63973156171622,-66.12473161225289,113.20518415090814,358.70184893765315,79.46849304365107,-110.10630482765768,341.2138385594257,119.13953577460067,119.13953577460067,106.79866899798523,172.71759977172462
151.53352761289298,174.62078934166686,-62.08528251430787,112.15900112251971,348.76500315389205,76.98450713468644,-113.542693878661,339.2771336849668,115.26551766099375,115.26551766099375,109.29483051743226,172.73892408335956
147.6326810770599,174.12024142618392,-58.246399834460654,109.57800082983321,336.47167547051026,76.74671843301951,-118.44791323577083,330.49953704448546,109.94509013338504,109.94509013338504,111.90768446754875,174.99075079351147
147.74304796058456,174.16194764045775,-58.41797152371394,108.07939197251788,334.043191845231,76.88985036726378,-122.35787415305062,323.72223940204,110.98432727273506,110.98432727273506,112.06213472477448,175.67678113469287
150.52838061771618,174.4976632752428,-61.058193832188145,-76.47733028940901,330.3700460478401,76.97021677464369,-123.48832923830257,321.7085473218573,110.04691292598639,110.04691292598639,108.79957566197606,174.9980215487856
155.0862530162754,172.0069039543558,-65.59744407639404,-81.6719937578916,329.36370001883904,79.4472794272383,-122.31167337541993,318.63972740392205,110.56423672610298,110.56423672610298,117.50063284798661,176.37372707276378
165.6635752746256,165.62847876819293,-76.38479609561153,-89.840033862752,333.28125484937675,88.27291739616955,-120.85272156593852,307.5471291145601,112.86239410549712,112.86239410549712,99.7773520778576,151.63317474708313
173.94113542598808,159.77210999173522,-88.58183574622427,-101.40066353803708,333.18845252754556,-84.78811097179918,-104.36618229786562,319.7953267626565,113.74688106475425,113.74688106475425,120.46774650838532,173.04245024429213
-178.80963198959626,161.69201625914138,82.73958221678278,-101.05021384004071,351.82949511699826,-83.08069521189468,-102.4974436845498,320.21768628543566,119.22918001704544,119.22918001704544,128.13658425604046,179.48302443808709
178.92227906287656,159.2347918876481,82.4395375502072,-100.42050382881443,354.02772545576624,-79.47503079669517,-96.01006340275468,326.3386929049158,112.07621335464121,112.07621335464121,112.23340507653624,175.39792601923057
-175.76074251092413,148.48116682319076,75.68723836857518,-103.87361283121001,0.9358688782319291,-64.71122177017516,-83.9515076698337,320.1775165908107,114.47885663576413,114.47885663576413,125.16869288737777,-178.50041569727043
-172.21171027493958,152.64165121201512,71.9152259144082,-108.2144456237141,359.72392312490575,-65.83019547666372,103.50943041085371,338.22834568611773,115.11904828049438,115.11904828049438,135.0900963245169,179.68703312755795
-171.17352956566464,149.30387942499837,70.19153787635415,-109.92873092218602,359.7404516567591,-61.56770656991141,111.8779447344022,346.53474934662745,115.68893597407039,115.68893597407039,141.94186583522992,178.1531168840804
-167.3920531832194,148.2667866986782,66.71514057804629,-113.88873001637432,358.6907591008385,-58.88169326934444,116.34725075558703,350.2054077738617,110.7408044714168,110.7408044714168,136.22688375072332,176.87755206910808
-165.183776408757,147.30591395652863,64.61431796880042,-117.13107050632092,356.1689112687384,-57.45331240905057,116.86328234274546,348.30707700894413,110.909653267649,110.909653267649,133.92136579300868,176.50380915992397
-163.15818489382025,143.8152493412276,62.61287123551994,-121.86804948765844,349.96028279259485,-53.05390626915847,117.39708850863991,340.09015190023445,110.99640914014054,110.99640914014054,134.69347222799658,177.49006181131642
-160.56180948315574,141.57118961256947,60.14130350819643,-126.46588126470132,344.8489518265853,-49.83345029884299,114.7585067091778,326.824440425572,111.30677873729722,111.30677873729722,133.09897263333247,178.78266098907332
