hip_length,hip_depth,knee_length,knee_depth,ankle_length,ankle_depth,heel_length,heel_depth,footindex_length,footindex_depth
0.06586345649127402,-0.1910137683153152,0.01762080237620681,-0.1904069446027278,0.009215833669668173,-0.18030970916152,0.008263430948005196,-0.1790761798620224,0.01335239151361726,-0.2229264192283153
0.06720138736095618,-0.1895522773265838,0.010047410474297172,-0.18968739733099932,0.011465155120638178,-0.1730865873396397,0.016159447138166437,-0.1700076200067997,0.020493552548714825,-0.21144705265760422
0.07695814527704219,-0.1895526275038718,0.04925695479308683,-0.1870749071240424,0.03027806984491383,-0.1679472401738166,0.037357096999187066,-0.16582383587956429,0.029763407999263136,-0.215985894203186
0.09044097073661568,-0.18899954110383982,0.11930100284735896,-0.1774778813123702,0.10120898755620575,-0.1459693536162376,0.10624222768051622,-0.1432601660490036,0.10903558653530297,-0.20158484578132618
0.09373417128362443,-0.18892481923103321,0.15704622001908872,-0.15809718333184708,0.15982822367751423,-0.1146869137883186,0.16619125470820645,-0.11054975539445878,0.17031502304385843,-0.1646690022898838
0.09261931754593426,-0.18961178511381138,0.18136068430305322,-0.1585508976131677,0.23490079218259172,-0.12690290808677682,0.24675041345988113,-0.1241367608308792,0.26192652658962073,-0.1764232199639081
0.0725094775629226,-0.19773881882429112,0.1786754245196553,-0.1708008088171482,0.2577186335920105,-0.1604079125443149,0.273435011515247,-0.15808573062531642,0.29653896148206577,-0.20169433951377858
0.07161932027387452,-0.1998387053608894,0.2435791440690762,-0.19620652496814722,0.47348184545371624,-0.2287004552781581,0.5078067620422232,-0.23007520847022528,0.5648743229945944,-0.2821155041456221
0.06796320989618275,-0.2011386677622794,0.2527516756197338,-0.218357354402542,0.5389133950829335,-0.2683703750371932,0.5794417724868647,-0.2712076809257268,0.6464197507426164,-0.3255398869514464
0.06692910087955581,-0.2022102996706962,0.2813996561103341,-0.22067373245954508,0.6020765934547019,-0.2637977991253136,0.6460938650544977,-0.265984883531928,0.7182141820021634,-0.322696454823017
0.06629045063361577,-0.20439130812883372,0.29129865130748395,-0.2237409576773643,0.6420851188971164,-0.2503472752869128,0.6900777506761568,-0.24993846565485,0.7735164138465113,-0.3010777086019516
0.06642051133051331,-0.2057623714208602,0.33156405656947985,-0.2078455612063407,0.664652676298938,-0.2298917695879936,0.7095736919301674,-0.229236178100109,0.7914920211641434,-0.2771622240543365
0.06653822229181251,-0.2069215923547743,0.35183502723952687,-0.2207590788602828,0.6813987669752803,-0.25719399005174626,0.7278663933154327,-0.2566790729761123,0.8102109955192695,-0.2973423674702643
0.06675343790715463,-0.20776949822902668,0.3454593981657589,-0.24609072506427748,0.7058162294516942,-0.2945010215044021,0.7718659002313654,-0.2938263714313506,0.849910880329265,-0.3440663516521453
0.06562929528814587,-0.2077416777610778,0.32521696114034926,-0.2591580301523208,0.6562749869744768,-0.3343580812215804,0.7048717795163439,-0.3379309847950934,0.7844908210228859,-0.39167813956737507
0.06507175892677465,-0.2075479924678802,0.27883888986167943,-0.2847701311111449,0.5657160793365061,-0.3922851979732513,0.6104028481341809,-0.3997566923499106,0.6905240357000159,-0.4570503830909728
0.06213708306727782,-0.2075321674346923,0.15745837967495094,-0.25587261468172073,0.4477543538978847,-0.3117843121290206,0.46636757327368183,-0.3139023892581462,0.5050856860073123,-0.3474048301577567
0.05973510428755791,-0.2091182470321655,0.05347354482921753,-0.2346160486340521,0.11294201472061233,-0.2194868950173258,0.12165369126464709,-0.2137540159747004,0.11039240621753488,-0.2432881370186804
0.05674150355731066,-0.2110021263360976,0.04873134640383931,-0.2269496917724608,0.08324180147189299,-0.2023850055411458,0.1016938635928574,-0.1954014347866178,0.12320395461783679,-0.2314092889428137
0.051854784827419516,-0.20825407654047,0.07435522194315167,-0.2209849879145621,0.03365218020497755,-0.1854088576510548,0.03273321013798396,-0.1762860930175521,0.027045013349863093,-0.1980607286095618
